Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008.0,Simulation,0.0,0.0,0.01,0.0,,,
Plushees,DS,2008.0,Simulation,0.01,0.0,0.0,0.0,,tbd,E
Winning Post 8 2016,PSV,2016.0,Simulation,0.0,0.0,0.01,0.0,,,
Tamagotchi Connection: Corner Shop 2,DS,2006.0,Simulation,0.09,0.01,0.86,0.01,66.0,tbd,E
Build-A-Bear Workshop,DS,2007.0,Simulation,0.85,0.01,0.0,0.07,61.0,4.8,E
Harvest Moon DS: Island of Happiness,DS,2007.0,Simulation,0.43,0.01,0.25,0.04,65.0,7,E
Petz Dogz 2,Wii,2007.0,Simulation,0.52,0.01,0.0,0.04,,tbd,E
Dogz,DS,2006.0,Simulation,0.5,0.01,0.0,0.04,,7.8,E
Paws & Claws: Dogs & Cats Best Friends,DS,2007.0,Simulation,0.46,0.01,0.0,0.04,,,
Petz Sports,Wii,2008.0,Simulation,0.42,0.01,0.0,0.04,,,
Petz: Catz 2,Wii,2007.0,Simulation,0.4,0.01,0.0,0.03,,5.8,E
The Urbz: Sims in the City (all regions sales),DS,2004.0,Simulation,0.4,0.01,0.02,0.0,,,
Petz Bunnyz,DS,2008.0,Simulation,0.39,0.01,0.0,0.03,,tbd,E
Horsez,DS,2006.0,Simulation,0.38,0.01,0.0,0.03,,8.7,E
The Sims 2: Castaway,PS2,2007.0,Simulation,0.3,0.01,0.0,0.05,71.0,8,T
Trauma Center: Under the Knife,DS,2005.0,Simulation,0.3,0.01,0.02,0.03,81.0,8.7,T
Trauma Center: Second Opinion,Wii,2006.0,Simulation,0.28,0.01,0.03,0.03,80.0,8,T
My Baby Boy,DS,2008.0,Simulation,0.3,0.01,0.0,0.03,,tbd,E
Imagine: Family Doctor,DS,2009.0,Simulation,0.27,0.01,0.0,0.02,,tbd,E
The Sims 2: Pets,PS2,2006.0,Simulation,0.02,0.01,0.0,0.27,68.0,8,T
Baby Pals,DS,2007.0,Simulation,0.26,0.01,0.0,0.02,,tbd,E
Bratz: The Movie,Wii,2007.0,Simulation,0.23,0.01,0.0,0.02,,5,E
Armored Core 4,X360,2007.0,Simulation,0.19,0.01,0.03,0.02,65.0,7.2,T
What's Cooking? Jamie Oliver,DS,2008.0,Simulation,0.2,0.01,0.0,0.02,,,
Imagine: Detective,DS,2009.0,Simulation,0.14,0.01,0.0,0.06,,tbd,E
Over G Fighters,X360,2006.0,Simulation,0.19,0.01,0.0,0.02,49.0,6,T
Zoo Hospital,Wii,2008.0,Simulation,0.14,0.01,0.0,0.01,61.0,tbd,E
Harvest Moon: The Lost Valley,3DS,2014.0,Simulation,0.13,0.01,0.0,0.02,,,
Farm Frenzy: Animal Country,DS,2009.0,Simulation,0.13,0.01,0.0,0.01,,tbd,E
Armored Core: For Answer,X360,2008.0,Simulation,0.06,0.01,0.07,0.01,64.0,7.7,T
Horse Life Adventures,Wii,2008.0,Simulation,0.12,0.01,0.0,0.01,,tbd,E
SimAnimals Africa,Wii,2009.0,Simulation,0.1,0.01,0.0,0.01,53.0,tbd,E
Horse Life Adventures,DS,2008.0,Simulation,0.08,0.01,0.0,0.01,,tbd,E
Imagine: Reporter,DS,2010.0,Simulation,0.08,0.01,0.0,0.01,,tbd,E
Jambo! Safari Animal Rescue,Wii,2009.0,Simulation,0.07,0.01,0.0,0.01,,,
A-Train,PS,1995.0,Simulation,0.02,0.01,0.04,0.01,,,
ZhuZhu Babies,DS,2011.0,Simulation,0.06,0.01,0.0,0.01,,tbd,E
Mission Runway,DS,2008.0,Simulation,0.07,0.01,0.0,0.01,,tbd,E
Ant Nation,DS,2009.0,Simulation,0.06,0.01,0.0,0.01,,tbd,E
Jurassic Park: Operation Genesis,XB,2003.0,Simulation,0.05,0.01,0.0,0.0,69.0,8.8,T
Wings of War,XB,2004.0,Simulation,0.05,0.01,0.0,0.0,62.0,5,T
Imagine: Gymnast,DS,2008.0,Simulation,0.05,0.01,0.0,0.0,,tbd,E
NTRA Breeders' Cup World Thoroughbred Championships,XB,2005.0,Simulation,0.04,0.01,0.0,0.0,,,
Wing Commander: Prophecy,GBA,2003.0,Simulation,0.04,0.01,0.0,0.0,70.0,8.3,T
Virtual Villagers: A New Home,DS,2010.0,Simulation,0.04,0.01,0.0,0.0,,tbd,E
Phantom Crash,XB,2002.0,Simulation,0.03,0.01,0.01,0.0,74.0,8.3,T
Wing Island,Wii,2006.0,Simulation,0.03,0.01,0.01,0.0,47.0,4.9,E
Star Trek: Shattered Universe,XB,2004.0,Simulation,0.03,0.01,0.0,0.0,41.0,4,E
JASF: Jane's Advanced Strike Fighters,PC,2011.0,Simulation,0.02,0.01,0.0,0.0,48.0,3.1,T
Darklight Conflict,PS,1997.0,Simulation,0.02,0.01,0.0,0.0,,,
Rebel Raiders: Operation Nighthawk,PS2,2006.0,Simulation,0.02,0.01,0.0,0.0,53.0,tbd,E10+
GunGriffon: Allied Strike,XB,2004.0,Simulation,0.02,0.01,0.0,0.0,55.0,tbd,T
Sea Park Tycoon,DS,2010.0,Simulation,0.02,0.01,0.0,0.0,,tbd,E
S.L.A.I.: Steel Lancer Arena International,PS2,2005.0,Simulation,0.01,0.01,0.0,0.0,66.0,7.8,T
Warship Gunner 2,PS2,2006.0,Simulation,0.01,0.01,0.0,0.0,62.0,8.5,T
The Sims 2: Bon Voyage,PC,2007.0,Simulation,0.01,0.01,0.0,0.0,74.0,7.3,T
Petz: Dolphinz Encounter,DS,2009.0,Simulation,0.01,0.01,0.0,0.0,,tbd,E
Steel Battalion: Line of Contact,XB,2004.0,Simulation,0.02,0.01,0.0,0.0,70.0,8,T
The Sims: Complete Collection,PC,2005.0,Simulation,0.01,0.01,0.0,0.0,,,
The Sims 2: Happy Holiday Stuff,PC,2006.0,Simulation,0.01,0.01,0.0,0.0,,tbd,T
The Sims 2: Family Fun Stuff,PC,2006.0,Simulation,0.0,0.01,0.0,0.0,,4.1,T
Combat Flight Simulator 3: Battle for Europe,PC,2002.0,Simulation,0.01,0.01,0.0,0.0,69.0,6.5,E
Airline Tycoon,PC,2000.0,Simulation,0.0,0.01,0.0,0.0,,8,E
Emergency 2012,DS,2010.0,Simulation,0.0,0.01,0.0,0.0,,,
Star Trek: Legacy,PC,2006.0,Simulation,0.0,0.01,0.0,0.0,56.0,4,E10+
The Sims 4: Luxury Party Stuff,PC,2015.0,Simulation,0.0,0.01,0.0,0.0,,5.3,T
Iron Soldier 3,PS,1999.0,Simulation,0.01,0.01,0.0,0.0,,,
Germany's Next Topmodel 2011,DS,2011.0,Simulation,0.0,0.01,0.0,0.0,,,
Ship Simulator 2008,PC,2007.0,Simulation,0.0,0.01,0.0,0.0,62.0,6.6,E
Digger Simulator,PC,2011.0,Simulation,0.0,0.01,0.0,0.0,,,
LifeSigns: Surgical Unit,DS,2005.0,Simulation,0.01,0.01,0.0,0.0,61.0,7.8,T
Fernbus Simulator,PC,2016.0,Simulation,0.0,0.01,0.0,0.0,,tbd,
IL-2 Sturmovik,PC,2001.0,Simulation,0.0,0.01,0.0,0.0,91.0,8.8,T
Rail Simulator,PC,2007.0,Simulation,0.0,0.01,0.0,0.0,72.0,6.9,E
My Little Baby,DS,2008.0,Simulation,0.0,0.01,0.0,0.0,,,E
Goat Simulator,XOne,2016.0,Simulation,0.0,0.01,0.0,0.0,53.0,6.3,T
Cities: Skylines Snowfall,PC,2016.0,Simulation,0.0,0.01,0.0,0.0,72.0,7.1,
Pippa Funnell 2: Farm Adventures,DS,2007.0,Simulation,0.0,0.01,0.0,0.0,,,
Hotel Giant DS,DS,2008.0,Simulation,0.0,0.01,0.0,0.0,,,
Farming 2017 - The Simulation,PS4,2016.0,Simulation,0.0,0.01,0.0,0.0,,,
Pony Friends 2,PC,2009.0,Simulation,0.0,0.01,0.0,0.0,,,
Tamagotchi Connection: Corner Shop,DS,2005.0,Simulation,0.1,0.02,1.12,0.01,59.0,7.7,E
Style Savvy: Trendsetters,3DS,2012.0,Simulation,0.16,0.02,0.53,0.01,76.0,8,E
SimCity DS,DS,2007.0,Simulation,0.33,0.02,0.21,0.03,69.0,6.3,E
Catz,DS,2006.0,Simulation,0.49,0.02,0.0,0.04,,5.3,E
The Sims 2: Pets,Wii,2007.0,Simulation,0.41,0.02,0.0,0.04,65.0,7.3,T
SimCity Creator,Wii,2008.0,Simulation,0.36,0.02,0.04,0.04,67.0,6.8,E
Phoenix,2600,1981.0,Simulation,0.42,0.02,0.0,0.0,,,
Blazing Angels: Squadrons of WWII,X360,2006.0,Simulation,0.36,0.02,0.0,0.03,66.0,7.9,T
Spore Hero,Wii,2009.0,Simulation,0.35,0.02,0.0,0.03,61.0,7.1,E10+
Imagine: Party Babyz,Wii,2008.0,Simulation,0.33,0.02,0.0,0.03,,6.1,E
SimCity Creator,DS,2008.0,Simulation,0.29,0.02,0.0,0.03,69.0,7.3,E
Littlest Pet Shop: Friends,Wii,2009.0,Simulation,0.21,0.02,0.0,0.02,,tbd,E
MySims Party,Wii,2009.0,Simulation,0.17,0.02,0.0,0.02,56.0,tbd,E
Armored Core: For Answer,PS3,2008.0,Simulation,0.06,0.02,0.1,0.01,62.0,7.6,T
Star Trek: Legacy,X360,,Simulation,0.14,0.02,0.0,0.01,64.0,5.5,E10+
Heroes over Europe,PS3,2009.0,Simulation,0.12,0.02,0.0,0.02,62.0,7,T
My Baby 3 & Friends,DS,2010.0,Simulation,0.12,0.02,0.0,0.01,,,
Harvest Moon: Hero of Leaf Valley,PSP,2009.0,Simulation,0.07,0.02,0.05,0.01,74.0,7.9,E
Blazing Angels 2: Secret Missions of WWII,X360,2007.0,Simulation,0.11,0.02,0.0,0.01,72.0,7.8,T
Heroes over Europe,X360,2009.0,Simulation,0.1,0.02,0.0,0.01,62.0,8.1,T
Imagine: Fashion Designer,3DS,2011.0,Simulation,0.1,0.02,0.0,0.01,,tbd,E
Wild Earth: African Safari,Wii,2008.0,Simulation,0.1,0.02,0.0,0.01,60.0,tbd,E
Horse Life,DS,2007.0,Simulation,0.09,0.02,0.0,0.01,68.0,tbd,E
The Sky Crawlers: Innocent Aces,Wii,2008.0,Simulation,0.08,0.02,0.01,0.01,74.0,7.9,T
Nuclear Strike 64,N64,1999.0,Simulation,0.09,0.02,0.0,0.0,,,
SimAnimals Africa,DS,2009.0,Simulation,0.08,0.02,0.0,0.01,,tbd,E
Steel Battalion,XB,2002.0,Simulation,0.05,0.02,0.02,0.0,83.0,8.5,T
Playboy: The Mansion,XB,2005.0,Simulation,0.07,0.02,0.0,0.0,61.0,4.1,M
JASF: Jane's Advanced Strike Fighters,X360,2011.0,Simulation,0.06,0.02,0.0,0.01,45.0,4.5,T
Blazing Angels: Squadrons of WWII,XB,2006.0,Simulation,0.06,0.02,0.0,0.0,69.0,6.8,T
Air Conflicts: Secret Wars,X360,2011.0,Simulation,0.06,0.02,0.0,0.01,61.0,tbd,T
Petz: Dogz Family,PSP,2009.0,Simulation,0.05,0.02,0.0,0.01,,tbd,E
Desert Strike Advance,GBA,2002.0,Simulation,0.05,0.02,0.0,0.0,66.0,tbd,E
Jurassic Park III: Park Builder,GBA,2001.0,Simulation,0.04,0.02,0.0,0.0,65.0,8,E
There,PS,2002.0,Simulation,0.03,0.02,0.0,0.0,,,
Theme Park,DS,2007.0,Simulation,0.0,0.02,0.03,0.0,72.0,7.6,E
Tropico 5,X360,2014.0,Simulation,0.03,0.02,0.0,0.0,71.0,7.2,T
Naval Ops: Commander,PS2,2004.0,Simulation,0.03,0.02,0.0,0.01,65.0,tbd,T
Freelancer,PC,2003.0,Simulation,0.02,0.02,0.0,0.01,85.0,9,T
Dance Dance Revolution Disney Mix,PS,2000.0,Simulation,0.02,0.02,0.0,0.0,74.0,8.3,E
The Sims Deluxe,PC,2002.0,Simulation,0.01,0.02,0.0,0.01,92.0,8.2,T
The Sims 2: Pets,PC,2006.0,Simulation,0.01,0.02,0.0,0.01,76.0,7.7,T
Take On Helicopters,PC,2011.0,Simulation,0.0,0.02,0.0,0.01,70.0,6.7,T
SimCity,PC,1988.0,Simulation,0.0,0.02,0.0,0.01,64.0,2.2,E10+
World of Zoo,PC,2009.0,Simulation,0.0,0.02,0.0,0.01,,8.4,E
Teddy Together,3DS,2016.0,Simulation,0.0,0.02,0.0,0.0,,tbd,
MySims,PC,2008.0,Simulation,0.0,0.02,0.0,0.0,70.0,6.4,E
Air Conflicts: Secret Wars,PC,2011.0,Simulation,0.0,0.02,0.0,0.01,65.0,6.4,T
X3: Terran Conflict,PC,2008.0,Simulation,0.0,0.02,0.0,0.0,73.0,7.9,T
My Animal Centre,Wii,2009.0,Simulation,0.0,0.02,0.0,0.0,,,
Viva Pinata,PC,2007.0,Simulation,0.0,0.02,0.0,0.0,78.0,7.8,E
Jurassic Park: Operation Genesis,PC,2003.0,Simulation,0.0,0.02,0.0,0.0,72.0,8.7,T
Supermodel Makeover by Lauren Luke,DS,2009.0,Simulation,0.0,0.02,0.0,0.0,,,
Cities XL 2011,PC,2010.0,Simulation,0.0,0.02,0.0,0.0,70.0,5.7,E
SimCity Societies,PC,2007.0,Simulation,0.0,0.02,0.0,0.0,63.0,4.3,E10+
IL-2 Sturmovik: Forgotten Battles,PC,2003.0,Simulation,0.0,0.02,0.0,0.0,86.0,8.6,T
Falcon 4.0: Allied Force,PC,2005.0,Simulation,0.0,0.02,0.0,0.0,90.0,8.6,T
Cities in Motion Collection,PC,2011.0,Simulation,0.0,0.02,0.0,0.0,,tbd,E
Demolition Company: Gold Edition,PC,2011.0,Simulation,0.0,0.02,0.0,0.0,,tbd,
RollerCoaster Tycoon World,PC,2016.0,Simulation,0.0,0.02,0.0,0.0,43.0,2.4,E
Airport Simulator,PC,2011.0,Simulation,0.0,0.02,0.0,0.0,,,
Littlest Pet Shop,PC,2008.0,Simulation,0.0,0.02,0.0,0.0,,tbd,E
X-Plane 10 Global,PC,2013.0,Simulation,0.0,0.02,0.0,0.0,,,
Heroes of the Pacific,PC,2005.0,Simulation,0.0,0.02,0.0,0.0,76.0,6.7,T
Germany's Next Topmodel 2011,Wii,2011.0,Simulation,0.0,0.02,0.0,0.0,,,
Mary King's Riding School,DS,2008.0,Simulation,0.0,0.02,0.0,0.0,,,
Mary King's Riding School 2,Wii,2009.0,Simulation,0.0,0.02,0.0,0.0,,,
Dance Dance Revolution SuperNOVA,PS2,2006.0,Simulation,0.87,0.03,0.0,0.14,73.0,8.7,E10+
Harvest Moon: Tree of Tranquility,Wii,2007.0,Simulation,0.67,0.03,0.06,0.05,65.0,8.2,E
The Sims 2,PS2,2005.0,Simulation,0.67,0.03,0.0,0.11,75.0,4.4,T
Dance Dance Revolution SuperNOVA 2,PS2,2007.0,Simulation,0.64,0.03,0.02,0.1,70.0,tbd,E10+
Harvest Moon: Sunshine Islands,DS,2008.0,Simulation,0.35,0.03,0.17,0.03,,,
Petz Catz Clan,DS,2008.0,Simulation,0.47,0.03,0.0,0.04,,tbd,E
Style Lab: Makeover,DS,2009.0,Simulation,0.34,0.03,0.0,0.03,,tbd,E
Littlest Pet Shop,Wii,2008.0,Simulation,0.33,0.03,0.0,0.03,,tbd,E
ZhuZhu Pets: Featuring The Wild Bunch,Wii,2010.0,Simulation,0.3,0.03,0.0,0.03,,tbd,E
My Baby: First Steps,DS,2009.0,Simulation,0.27,0.03,0.0,0.02,,tbd,E
John Deere: Harvest in the Heartland,DS,2007.0,Simulation,0.23,0.03,0.0,0.02,43.0,tbd,E
Harvest Moon: Magical Melody,Wii,2008.0,Simulation,0.23,0.03,0.0,0.02,69.0,8.8,E
Armored Core V,X360,2012.0,Simulation,0.13,0.03,0.04,0.01,68.0,7.2,T
Zone of the Enders HD Collection,X360,2012.0,Simulation,0.14,0.03,0.01,0.02,75.0,8.8,M
ZhuZhu Puppies,DS,2011.0,Simulation,0.12,0.03,0.0,0.01,,tbd,E
Disney Friends,DS,2007.0,Simulation,0.12,0.03,0.0,0.01,,7.3,E
Apache: Air Assault,X360,2010.0,Simulation,0.12,0.03,0.0,0.01,70.0,6.4,T
Innocent Life: A Futuristic Harvest Moon,PSP,2006.0,Simulation,0.08,0.03,0.03,0.02,67.0,7.8,E
Birds of Steel,X360,2012.0,Simulation,0.11,0.03,0.0,0.01,77.0,8.9,T
Top Gun: Combat Zones,GC,2002.0,Simulation,0.12,0.03,0.0,0.0,59.0,7.1,E
Blazing Angels 2: Secret Missions of WWII,PS3,2007.0,Simulation,0.1,0.03,0.0,0.02,70.0,7.2,T
Heroes of the Pacific,XB,2005.0,Simulation,0.1,0.03,0.0,0.0,76.0,8.2,T
Funky Barn,3DS,2012.0,Simulation,0.07,0.03,0.0,0.01,,,
JASF: Jane's Advanced Strike Fighters,PS3,2011.0,Simulation,0.07,0.03,0.0,0.01,41.0,3.1,T
Dawn of Discovery,DS,2009.0,Simulation,0.07,0.03,0.0,0.01,82.0,7.3,E
SimCity 2000,GBA,2003.0,Simulation,0.08,0.03,0.0,0.0,62.0,7.8,E
Top Gun: Combat Zones,GBA,2004.0,Simulation,0.07,0.03,0.0,0.0,,,
Help Wanted: 50 Wacky Jobs,Wii,2008.0,Simulation,0.06,0.03,0.0,0.01,65.0,7,E10+
Wing Commander IV: The Price of Freedom,PS,1997.0,Simulation,0.05,0.03,0.0,0.01,,,
R/C Stunt Copter,PS,1998.0,Simulation,0.04,0.03,0.0,0.01,,,
Sub Rebellion,PS2,2002.0,Simulation,0.04,0.03,0.0,0.01,71.0,tbd,T
Krazy Ivan,PS,1995.0,Simulation,0.04,0.03,0.0,0.0,,,
Disney's Planes,3DS,2013.0,Simulation,0.04,0.03,0.0,0.01,,4.3,E
Aero Elite: Combat Academy,PS2,2002.0,Simulation,0.04,0.03,0.0,0.01,64.0,7,E
BeatMania,PS2,2006.0,Simulation,0.03,0.03,0.0,0.01,67.0,8.9,E10+
Strike Point,PS,1996.0,Simulation,0.04,0.03,0.0,0.0,,,
TigerShark,PS,1997.0,Simulation,0.04,0.03,0.0,0.0,,,
Armored Core: Nine Breaker,PS2,2004.0,Simulation,0.03,0.03,0.0,0.01,57.0,8.2,T
The Sims,PC,2000.0,Simulation,0.01,0.03,0.0,0.01,92.0,7.9,T
The Movies,PC,2005.0,Simulation,0.01,0.03,0.0,0.01,84.0,8.3,T
Sid Meier's Railroads!,PC,2006.0,Simulation,0.01,0.03,0.0,0.0,,,
Transport Fever,PC,2016.0,Simulation,0.0,0.03,0.0,0.0,70.0,7,
DarkStar One,PC,2006.0,Simulation,0.0,0.03,0.0,0.01,71.0,7.2,T
Apache: Air Assault,PC,2010.0,Simulation,0.0,0.03,0.0,0.0,64.0,7.5,T
The Sims 2: Glamour Life Stuff,PC,2006.0,Simulation,0.0,0.03,0.0,0.01,,6.7,T
Alter Ego,PC,1985.0,Simulation,0.0,0.03,0.0,0.01,59.0,5.8,T
Lock On: Modern Air Combat,PC,2003.0,Simulation,0.0,0.03,0.0,0.01,76.0,7.5,E
Bus Simulator 16,PC,2016.0,Simulation,0.0,0.03,0.0,0.0,46.0,6.1,
UK Truck Simulator,PC,2010.0,Simulation,0.0,0.03,0.0,0.0,,,
Final Fantasy IV,DS,2007.0,Simulation,0.51,0.04,0.62,0.05,85.0,7.7,E10+
Dance Dance Revolution Extreme 2,PS2,2005.0,Simulation,0.95,0.04,0.0,0.16,76.0,9,E10+
Ace Combat 6: Fires of Liberation,X360,2007.0,Simulation,0.69,0.04,0.22,0.06,80.0,7.9,T
Blazing Angels: Squadrons of WWII,Wii,2007.0,Simulation,0.74,0.04,0.0,0.06,57.0,6.7,T
Mobile Suit Gundam: Encounters in Space,PS2,2003.0,Simulation,0.05,0.04,0.61,0.01,66.0,8.5,T
The Sims 2: Castaway,DS,2007.0,Simulation,0.62,0.04,0.0,0.06,66.0,4,E
Armored Core V,PS3,2012.0,Simulation,0.09,0.04,0.24,0.02,65.0,7.3,T
DanceDanceRevolution,Wii,2010.0,Simulation,0.28,0.04,0.0,0.02,,tbd,E
Trauma Center: New Blood,Wii,2007.0,Simulation,0.22,0.04,0.01,0.02,77.0,8,T
Armored Core: Project Phantasma,PS,1997.0,Simulation,0.06,0.04,0.15,0.02,,,
Disney's Planes,WiiU,2013.0,Simulation,0.14,0.04,0.0,0.02,51.0,5.3,E
Magical ZhuZhu Princess: Carriages & Castles,DS,2011.0,Simulation,0.13,0.04,0.0,0.01,,,
Armored Core: Last Raven,PS2,2005.0,Simulation,0.05,0.04,0.08,0.01,59.0,8.9,T
Paws & Claws: Pet Resort,GBA,2006.0,Simulation,0.12,0.04,0.0,0.0,,,
AirForce Delta Strike,PS2,2004.0,Simulation,0.05,0.04,0.0,0.01,66.0,7,T
Naval Ops: Warship Gunner,PS2,2003.0,Simulation,0.05,0.04,0.0,0.01,67.0,8.9,T
GunGriffon Blaze,PS2,2000.0,Simulation,0.05,0.04,0.0,0.01,73.0,tbd,T
Dropship: United Peace Force,PS2,2002.0,Simulation,0.05,0.04,0.0,0.01,78.0,8.6,T
3D Tank Warfare Simulator Panzer Front,PS,1999.0,Simulation,0.06,0.04,0.0,0.01,,,
Ghost in the Shell,PS,1997.0,Simulation,0.06,0.04,0.0,0.01,,,
Star Trek: Shattered Universe,PS2,2004.0,Simulation,0.05,0.04,0.0,0.01,42.0,8.3,E
Shockwave Assault,PS,1995.0,Simulation,0.05,0.04,0.0,0.01,,,
Bogey: Dead 6,PS,1996.0,Simulation,0.05,0.04,0.0,0.01,,,
Pony Friends 2,Wii,2009.0,Simulation,0.03,0.04,0.0,0.01,,tbd,E
Emergency 2012,PC,2010.0,Simulation,0.02,0.04,0.0,0.01,61.0,6.2,T
The Sims 2: Seasons,PC,2007.0,Simulation,0.01,0.04,0.0,0.01,78.0,7.3,T
The Sims 2: University,PC,2005.0,Simulation,0.01,0.04,0.0,0.01,81.0,7.8,T
Airline Tycoon 2,PC,2011.0,Simulation,0.0,0.04,0.0,0.01,57.0,5.5,E
IL-2 Sturmovik: Cliffs of Dover,PC,2011.0,Simulation,0.0,0.04,0.0,0.01,60.0,7.1,T
Cities in Motion,PC,2011.0,Simulation,0.0,0.04,0.0,0.01,70.0,7.7,E
Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007.0,Simulation,0.0,0.04,0.0,0.01,,,
Ship Simulator Extremes,PC,2010.0,Simulation,0.0,0.04,0.0,0.01,49.0,6.2,E
Apassionata: Die Galanacht der Pferde,DS,2009.0,Simulation,0.0,0.04,0.0,0.01,,,
Silent Hunter: Wolves of the Pacific,PC,2007.0,Simulation,0.0,0.04,0.0,0.01,79.0,6.9,T
Microsoft Train Simulator,PC,2001.0,Simulation,0.0,0.04,0.0,0.01,84.0,8.4,E
Pony Friends,DS,2007.0,Simulation,0.0,0.04,0.0,0.01,67.0,6.6,E
City Life: World Edition,PC,2007.0,Simulation,0.0,0.04,0.0,0.0,75.0,8.2,E
IL-2 Sturmovik: 1946,PC,2006.0,Simulation,0.0,0.04,0.0,0.01,86.0,8.8,T
The Sims 4: Spa Day,PC,2015.0,Simulation,0.0,0.04,0.0,0.0,,7.6,T
Train Simulator 2016,PC,2015.0,Simulation,0.0,0.04,0.0,0.0,,4,E
The Sims 2: Nightlife,PC,2005.0,Simulation,1.22,0.05,0.0,0.0,76.0,6.6,T
The Sims 2,DS,2005.0,Simulation,0.81,0.05,0.0,0.07,70.0,6.1,E10+
Harvest Moon: The Tale of Two Towns,DS,2010.0,Simulation,0.25,0.05,0.22,0.03,68.0,7.5,E
The Sims 2: Open for Business,PC,2006.0,Simulation,0.46,0.05,0.0,0.0,78.0,8.6,T
Harvest Moon DS (US sales),DS,2005.0,Simulation,0.4,0.05,0.0,0.0,,,
Harvest Moon: Grand Bazaar,DS,2008.0,Simulation,0.21,0.05,0.13,0.02,,,
Ace Combat: Joint Assault,PSP,2010.0,Simulation,0.06,0.05,0.15,0.03,71.0,7.2,T
The Sims 2: Pets,GC,2006.0,Simulation,0.21,0.05,0.0,0.01,66.0,7.3,T
Star Wars Episode I: Battle for Naboo,N64,2000.0,Simulation,0.21,0.05,0.0,0.0,,,
Armored Core: Nexus,PS2,2004.0,Simulation,0.06,0.05,0.14,0.02,73.0,8.7,T
Armored Core: Master of Arena,PS,1999.0,Simulation,0.07,0.05,0.13,0.02,,,
Secret Weapons Over Normandy,XB,2003.0,Simulation,0.19,0.05,0.0,0.01,77.0,8.8,T
The Sims 2,XB,2005.0,Simulation,0.19,0.05,0.0,0.01,75.0,7.1,T
Harvest Moon: Magical Melody,GC,2005.0,Simulation,0.19,0.05,0.0,0.01,83.0,8.9,E
Harvest Moon: More Friends of Mineral Town,GBA,2003.0,Simulation,0.14,0.05,0.0,0.0,82.0,9.2,E
DanceDanceRevolution,PS3,2010.0,Simulation,0.12,0.05,0.0,0.02,60.0,tbd,E10+
Camping Mama: Outdoor Adventures,DS,2011.0,Simulation,0.12,0.05,0.0,0.02,51.0,tbd,E
Agile Warrior F-111X,PS,1995.0,Simulation,0.08,0.05,0.0,0.01,,,
NTRA Breeders' Cup World Thoroughbred Championships,PS2,2005.0,Simulation,0.07,0.05,0.0,0.02,,,
Anno 1701: Dawn of Discovery,DS,2007.0,Simulation,0.07,0.05,0.0,0.01,78.0,7.5,E
City Crisis,PS2,2001.0,Simulation,0.06,0.05,0.0,0.02,63.0,6.2,E
Black Dawn,PS,1996.0,Simulation,0.07,0.05,0.0,0.01,,,
Colony Wars III: Red Sun,PS,2000.0,Simulation,0.07,0.05,0.0,0.01,,,
The Sims 3: Fast Lane Stuff,PC,2010.0,Simulation,0.01,0.05,0.0,0.02,,5.4,T
Ski Region Simulator,PC,2011.0,Simulation,0.0,0.05,0.0,0.01,,tbd,
"Hey You, Pikachu!",N64,1998.0,Simulation,0.83,0.06,0.93,0.0,,,
Harvest Moon 64,N64,1999.0,Simulation,0.25,0.06,0.11,0.06,,,
Monster Rancher 4,PS2,2003.0,Simulation,0.08,0.06,0.19,0.02,77.0,9.1,E
Armored Core: Silent Line,PS2,2003.0,Simulation,0.07,0.06,0.16,0.02,,,
Catz,GBA,2005.0,Simulation,0.18,0.06,0.0,0.0,,7.9,E
Ace Combat: Assault Horizon Legacy,3DS,2011.0,Simulation,0.1,0.06,0.08,0.01,71.0,7.8,T
Imagine: Zookeeper,DS,2009.0,Simulation,0.15,0.06,0.0,0.02,,tbd,E
Apache: Air Assault,PS3,2010.0,Simulation,0.11,0.06,0.0,0.03,66.0,6.1,T
Dawn of Discovery,Wii,2009.0,Simulation,0.12,0.06,0.0,0.02,81.0,8.5,E10+
Air Conflicts: Secret Wars,PS3,2011.0,Simulation,0.1,0.06,0.0,0.03,51.0,tbd,T
Lethal Skies II,PS2,2003.0,Simulation,0.08,0.06,0.0,0.02,73.0,tbd,T
Dance Dance Revolution (North America),PS,2001.0,Simulation,0.08,0.06,0.0,0.01,,,
Disney's Planes,Wii,2013.0,Simulation,0.07,0.06,0.0,0.01,,tbd,E
Zoo Tycoon (2013),X360,2013.0,Simulation,0.02,0.06,0.0,0.01,,,
Pro Farm 1,PC,2011.0,Simulation,0.0,0.06,0.0,0.01,,,
SimCity 4: Deluxe Edition,PC,2003.0,Simulation,0.0,0.06,0.0,0.01,,8.3,E
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003.0,Simulation,0.0,0.06,0.0,0.01,88.0,8.2,E
Cooking Mama 4: Kitchen Magic!,3DS,2011.0,Simulation,0.5,0.07,0.0,0.05,56.0,6,E
Star Wars: Jedi Starfighter,XB,2002.0,Simulation,0.35,0.07,0.0,0.02,78.0,5.2,T
Mobile Suit Gundam: Zeonic Front,PS2,2001.0,Simulation,0.09,0.07,0.25,0.02,71.0,8.8,T
